source,lun_bawang,english,type
kemaloh_lundayeh_dictionary,elin,a piece of stick driven into the ground to prevent a log from rolling,definition
kemaloh_lundayeh_dictionary,felin,a piece of stick driven into the ground to prevent a log from rolling,definition
kemaloh_lundayeh_dictionary,elub,the vulva of a mushroom,definition
kemaloh_lundayeh_dictionary,elud,collecting sun-dried grain from the ground,definition
kemaloh_lundayeh_dictionary,elud,rolling a mat after being used to dry grain,definition
kemaloh_lundayeh_dictionary,ngelud,gather grain by rolling the mat where they have sun-dried,definition
kemaloh_lundayeh_dictionary,"Layu', rua' ngelud rawih neh.","Layu', please roll the mat with the sun-dried grain.",sentence
kemaloh_lundayeh_dictionary,ilud,grain was collected by someone after being sun-dried on a mat,definition
kemaloh_lundayeh_dictionary,"Sinung, ilud rawih dih feh?","Sinung, have you collected the sun-dried grain already?",sentence
kemaloh_lundayeh_dictionary,leluden,a mat will be rolled and taken inside,definition
kemaloh_lundayeh_dictionary,luda',ask someone to take in grains dried on a mat from outside,definition
kemaloh_lundayeh_dictionary,leluda',ask someone to take in grains dried on a mat from outside,definition
kemaloh_lundayeh_dictionary,kelud,the gathering of seeds or grain dried on a mat,definition
kemaloh_lundayeh_dictionary,eluk,"loose, not tight",word
kemaloh_lundayeh_dictionary,Bura' feh eluk abet muh tebin neh!,Why is the baby sling tied so loose!,sentence
kemaloh_lundayeh_dictionary,ngeluk,loosen a loop,word
kemaloh_lundayeh_dictionary,Rua' ngeluk derur neh teh.,Loosen the durur a bit.,sentence
kemaloh_lundayeh_dictionary,meluk,"loose, not tied properly; not tight",definition
kemaloh_lundayeh_dictionary,elung,"estuary, confluence",word
kemaloh_lundayeh_dictionary,yelung,at the confluence of two rivers,definition
kemaloh_lundayeh_dictionary,lung,at the confluence of two rivers,definition
kemaloh_lundayeh_dictionary,Tinen kuh yelung Arur Marung mering kidih.,I set up the fish trap at the confluence of Marung creek.,sentence
kemaloh_lundayeh_dictionary,eluu,"decay, rot, gone bad",word
kemaloh_lundayeh_dictionary,ngeluu,"let something rot, decay, go bad",definition
kemaloh_lundayeh_dictionary,neluu,"has rotted, gone bad",word
kemaloh_lundayeh_dictionary,ineluu,"decayed, rotted",word
kemaloh_lundayeh_dictionary,meluu,"rotten, full of decay",word
kemaloh_lundayeh_dictionary,em,and,word
kemaloh_lundayeh_dictionary,eme',go,word
kemaloh_lundayeh_dictionary,eme' do',"improving, doing better",definition
kemaloh_lundayeh_dictionary,eme' ku tinidan,a woman beyond the age of marriage.,sentence
kemaloh_lundayeh_dictionary,eme' masi',"decreasing, getting fewer and fewer",definition
kemaloh_lundayeh_dictionary,eme' masi',getting poorer,word
kemaloh_lundayeh_dictionary,eme' mudeng,a newly married man who resides with the bride's family,definition
kemaloh_lundayeh_dictionary,felin,a newly married man who resides with the bride's family,definition
kemaloh_lundayeh_dictionary,eme' mula',"increasing, multiplying",definition
kemaloh_lundayeh_dictionary,eme' ngalap uluh,headhunting,word
kemaloh_lundayeh_dictionary,eme' tunge',come here,word
kemaloh_lundayeh_dictionary,ine',"went, has gone",word
kemaloh_lundayeh_dictionary,Ine' yafeh iLalung nih?,Where has Lalung gone?,sentence
kemaloh_lundayeh_dictionary,emeik,a goat,word
kemaloh_lundayeh_dictionary,emeg,a soft punch with the side of the fist,definition
kemaloh_lundayeh_dictionary,ngemeg,hit something or someone with the side of the hand,definition
kemaloh_lundayeh_dictionary,imeg,punched with the soft part of the palm when fingers are clenched,definition
kemaloh_lundayeh_dictionary,megken,will punch with the soft part of the palm,definition
kemaloh_lundayeh_dictionary,emel,a repetitive punch with the soft part of the palm,definition
kemaloh_lundayeh_dictionary,ngemel,punch repeatedly,word
kemaloh_lundayeh_dictionary,imel,punched repeatedly,word
kemaloh_lundayeh_dictionary,"emel, bua'",a variety of wild hairy fruit. The fruit are borne by the roots,definition
kemaloh_lundayeh_dictionary,emu',a little girl (term of endearment for a girl),definition
kemaloh_lundayeh_dictionary,Emu' eme' tenge' iko.,"Emu', come here.",sentence
kemaloh_lundayeh_dictionary,emug,keeping,word
kemaloh_lundayeh_dictionary,ngemug,keep,word
kemaloh_lundayeh_dictionary,lugen,will keep,word
kemaloh_lundayeh_dictionary,emug,the gathering of the human remains or bones and putting them in a jar before sending them to the graveyard,definition
kemaloh_lundayeh_dictionary,emung,"all, everyone",word
kemaloh_lundayeh_dictionary,emung,complete,word
kemaloh_lundayeh_dictionary,emung-emung,everyone; all of that,word
kemaloh_lundayeh_dictionary,ngemung,gather people or things together; collect; pick,definition
kemaloh_lundayeh_dictionary,fimung,were gathered,word
kemaloh_lundayeh_dictionary,umung,gather together in one place,definition
kemaloh_lundayeh_dictionary,femung,gather together in one place,definition
kemaloh_lundayeh_dictionary,femung,"cohabit, a couple who live together without being legally married according to adat, religion or law",definition
kemaloh_lundayeh_dictionary,lulem,gather together in one place,definition
kemaloh_lundayeh_dictionary,mefemung,get together (people),word
kemaloh_lundayeh_dictionary,nefemung,have been gathered together,word
kemaloh_lundayeh_dictionary,nefemung,gathered together in a place (people),word
kemaloh_lundayeh_dictionary,nefemung,cohabited; stayed together before married (male & female),definition
kemaloh_lundayeh_dictionary,Mungen muh yafeh arep neh?,Where will the garbage be gathered by you?,sentence
kemaloh_lundayeh_dictionary,emut,"gum, glue",word
kemaloh_lundayeh_dictionary,ngemut,apply gum,word
kemaloh_lundayeh_dictionary,nefemut,has glued or stuck on something,definition
kemaloh_lundayeh_dictionary,muten,gum will be applied on something,definition
kemaloh_lundayeh_dictionary,mefemut,sticky (like gum),word
kemaloh_lundayeh_dictionary,gerugkup,warm,word
kemaloh_lundayeh_dictionary,megerung,noise of someone running in a house,definition
kemaloh_lundayeh_dictionary,megeteh,angry. megeteh niat.. feel angry,word
kemaloh_lundayeh_dictionary,Megian,a male personal name,definition
kemaloh_lundayeh_dictionary,megieng,"shaky, wobbly",word
kemaloh_lundayeh_dictionary,merifer,"turning, spinning around (gasing or geing)",definition
kemaloh_lundayeh_dictionary,megileg,squeamish,word
kemaloh_lundayeh_dictionary,megileg,"repelled, disgusted by something (earthworms, snakes etc.)",definition
kemaloh_lundayeh_dictionary,megke,see megkey,redirect
kemaloh_lundayeh_dictionary,megken,will be punched,word
kemaloh_lundayeh_dictionary,megkeng,solidified after boiling due to evaporation,definition
kemaloh_lundayeh_dictionary,megkey,near an edge and likely to fall,definition
kemaloh_lundayeh_dictionary,megor,the noise of thunder,word
kemaloh_lundayeh_dictionary,meguer,"bushes or trees shaken by the wind, a person or animal",definition
kemaloh_lundayeh_dictionary,meguley,loose; shaky; unsteady post,definition
kemaloh_lundayeh_dictionary,meguey,loose; shaky; unsteady post,definition
kemaloh_lundayeh_dictionary,meguraa',"rocky, stony",word
kemaloh_lundayeh_dictionary,meguraa',noise produced by a container half-filled with hard objects,definition
kemaloh_lundayeh_dictionary,meguron,the noise of falling trees or thunder,definition
kemaloh_lundayeh_dictionary,megut,"has the ""gut"" sound when two hard objects knock against each other",definition
kemaloh_lundayeh_dictionary,meguyu',swaying,word
kemaloh_lundayeh_dictionary,meh,used to stress a point in a sentence or at the end of a sentence in a mumuh,definition
kemaloh_lundayeh_dictionary,"Lulut meh men angat buyo dih ku ula' bua' neh. The branches of the lemon tree bend down due to the many fruits they bear. Dui buama', naa wi fian eme' bawang muned tana' lun, naa wi sikel meh.","The branches of the lemon tree bend down due to the many fruits they bear. My son, I do not want to go to other people's land, the land in the midland (interior), I do not want.",sentence
kemaloh_lundayeh_dictionary,mei',show pity for someone; sympathize,word
kemaloh_lundayeh_dictionary,mein,"tasty, delicious. bang mein.. a salt spring",word
kemaloh_lundayeh_dictionary,meit,"sick, ill",word
kemaloh_lundayeh_dictionary,meit,"painful, aching, septic. meit batek..a stomach ache. meit batek tei' dara'.. dysentery. meit idang.. sunny; hot. meit niat.. sulky; jealous. meit susud.. leprosy. meit uluh.. a headache",definition
kemaloh_lundayeh_dictionary,meja',a table,word
kemaloh_lundayeh_dictionary,mek,see emeik,redirect
kemaloh_lundayeh_dictionary,mekaa,have a stutter,word
kemaloh_lundayeh_dictionary,mekaa',can break a branch of a tree,word
kemaloh_lundayeh_dictionary,mekaa',able to break a branch of a tree,word
kemaloh_lundayeh_dictionary,mekaab,fall or step into a hole,definition
kemaloh_lundayeh_dictionary,mekaag,can chop meat or bones,word
kemaloh_lundayeh_dictionary,mekaang,can plug or cover (an opening),word
kemaloh_lundayeh_dictionary,makaang,can plug or cover (an opening),word
kemaloh_lundayeh_dictionary,mekaang,able to plug or cover (an opening),word
kemaloh_lundayeh_dictionary,makaang,able to plug or cover (an opening),word
kemaloh_lundayeh_dictionary,mekabab,"able to clear, make a trail in the jungle",definition
kemaloh_lundayeh_dictionary,mekabang,can be channeled or drained,word
kemaloh_lundayeh_dictionary,mekabat,can be blocked,word
kemaloh_lundayeh_dictionary,mekabat,able to block,word
kemaloh_lundayeh_dictionary,mekabin,can be held on the lap,word
kemaloh_lundayeh_dictionary,mekabin,carried in the arms by someone,word
kemaloh_lundayeh_dictionary,mabin,carried in the arms by someone,word
kemaloh_lundayeh_dictionary,mekabin,can tie a karit belt around the waist,definition
kemaloh_lundayeh_dictionary,mekabui,can be tagged in an abui game,definition
kemaloh_lundayeh_dictionary,mekacam,can purchase,word
kemaloh_lundayeh_dictionary,macam,can purchase,word
kemaloh_lundayeh_dictionary,mekacam,can be purchased,word
kemaloh_lundayeh_dictionary,macam,can be purchased,word
kemaloh_lundayeh_dictionary,mekacang,can hang something,word
kemaloh_lundayeh_dictionary,mekafak,can be split with a karit or axe (wood),definition
kemaloh_lundayeh_dictionary,mekafal,can memorize,word
kemaloh_lundayeh_dictionary,mekafil,can be sliced,word
kemaloh_lundayeh_dictionary,mekafil,able to slice,word
kemaloh_lundayeh_dictionary,mekafuh,can be swept with a broom,word
kemaloh_lundayeh_dictionary,mekafuh,able to sweep an area,word
kemaloh_lundayeh_dictionary,mekafung,able to hide something,word
kemaloh_lundayeh_dictionary,mafung,able to hide something,word
kemaloh_lundayeh_dictionary,mekail,see mekeil,redirect
kemaloh_lundayeh_dictionary,mekakaa,twisted neck due to curse from laughing at an animal,definition
kemaloh_lundayeh_dictionary,mekakang,"something hard that can be spread apart (iron bars, fork)",definition
kemaloh_lundayeh_dictionary,mekalab,flapping (wings or flags),word
kemaloh_lundayeh_dictionary,mekalit,see mekelit,redirect
kemaloh_lundayeh_dictionary,mekalo,can be reached; reaching up,word
kemaloh_lundayeh_dictionary,malo,can be reached; reaching up,word
kemaloh_lundayeh_dictionary,mekalum,can or able to deny,word
kemaloh_lundayeh_dictionary,malum,can or able to deny,word
kemaloh_lundayeh_dictionary,mekamu',see mekemu',redirect
kemaloh_lundayeh_dictionary,mekanak,can be climbed,word
kemaloh_lundayeh_dictionary,manak,can be climbed,word
kemaloh_lundayeh_dictionary,mefanak,can be climbed,word
kemaloh_lundayeh_dictionary,mekanak,able to climb or go up,word
kemaloh_lundayeh_dictionary,manak,able to climb or go up,word
kemaloh_lundayeh_dictionary,mefanak,able to climb or go up,word
kemaloh_lundayeh_dictionary,mekanam,able to pick from the ground..,word
kemaloh_lundayeh_dictionary,manam,able to pick from the ground..,word
kemaloh_lundayeh_dictionary,mekang,see mekaang,redirect
kemaloh_lundayeh_dictionary,mekangut,can be reach into a narrow hole or tube with one hand,definition
kemaloh_lundayeh_dictionary,mangut,can be reach into a narrow hole or tube with one hand,definition
kemaloh_lundayeh_dictionary,mekaro,can be snatched or taken by force by someone,word
kemaloh_lundayeh_dictionary,maro,can be snatched or taken by force by someone,word
kemaloh_lundayeh_dictionary,mekasaa,able to rub,word
kemaloh_lundayeh_dictionary,saa,see naa saa,redirect
kemaloh_lundayeh_dictionary,saad,compulsion; insistence,definition
kemaloh_lundayeh_dictionary,Bebengin kuh iyeh eme' em felabaa saad neh.,I forbad him from going but he was insistent.,sentence
kemaloh_lundayeh_dictionary,saad-saad,very insistent,word
kemaloh_lundayeh_dictionary,mesaad,"forceful, demanding, insisting",definition
kemaloh_lundayeh_dictionary,"Naa ufun kegkuh, em mesaad tuu men iko lem!","Do not run I said, but you were so demanding.",sentence
kemaloh_lundayeh_dictionary,sumaad,forcing oneself to do something which is against others' will,definition
kemaloh_lundayeh_dictionary,Sumaad fana' iko eme' em naa teh lun merey luk nan muh tudo bang kerita' neh.,"Even if you force yourself to go, no one will give you a seat in the vehicle.",sentence
kemaloh_lundayeh_dictionary,nesumaad,forced oneself to do something which was against others' will,definition
kemaloh_lundayeh_dictionary,sinaad,someone was forced,word
kemaloh_lundayeh_dictionary,Ara' iLabo diu' inaa em sinaad kuh mo' iyeh.,"Labo refused to a take shower, so I had to force him.",sentence
kemaloh_lundayeh_dictionary,Naa iUkung fian eme' nganup inaa fekaak; sinaad kuh mo' iyeh.,Ukung did not want to go hunting this morning; he had to be forced by me to go,definition
kemaloh_lundayeh_dictionary,saad,an argument,word
kemaloh_lundayeh_dictionary,fesaad,argue,word
kemaloh_lundayeh_dictionary,fekesaad,argue,word
kemaloh_lundayeh_dictionary,Naa fesaad kereb fegayam.,Do not argue in a meeting.,sentence
kemaloh_lundayeh_dictionary,nefekesaad,argued,word
kemaloh_lundayeh_dictionary,Nefesaad ku kerubau iLangub didueh iPadan.,Langub and Padan argued about a buffalo.,sentence
kemaloh_lundayeh_dictionary,saad,the making or doing of something by force,definition
kemaloh_lundayeh_dictionary,naad,do something using force,word
kemaloh_lundayeh_dictionary,Rua' naad bang tayen neh kibung dih. Put the clothes in the tayen by forcing it in.(The tayen is full but there is no other place to put the clothes.),Put the clothes in the tayen by forcing it in.(The tayen is full but there is no other place to put the clothes.),sentence
kemaloh_lundayeh_dictionary,nenaad,forced by someone [used in a question only],definition
kemaloh_lundayeh_dictionary,Idey nenaad buan neh maya' gitumen neh?,Who forced the buan through the window?,sentence
kemaloh_lundayeh_dictionary,saak,quiet walking,word
kemaloh_lundayeh_dictionary,saak-saak,walk very quietly,word
kemaloh_lundayeh_dictionary,mesaak,walk silently,word
kemaloh_lundayeh_dictionary,saal,eagerness,word
kemaloh_lundayeh_dictionary,Bura' feh saal muh leh?,Why are you so eager?,sentence
kemaloh_lundayeh_dictionary,naal,force something,word
kemaloh_lundayeh_dictionary,sumaal,eager to go or do something,word
kemaloh_lundayeh_dictionary,sumaal,try to force oneself to go or do something,word
kemaloh_lundayeh_dictionary,"Bebengin kuh iSuman eme' ku irau dih, em nesumaal iyeh neh.","I stopped Suman from going to the feast, but he forced himself.",sentence
kemaloh_lundayeh_dictionary,saat,paint,word
kemaloh_lundayeh_dictionary,ngesaat,paint something,word
kemaloh_lundayeh_dictionary,naat,paint something,word
kemaloh_lundayeh_dictionary,sinaat,painted by someone,word
kemaloh_lundayeh_dictionary,sab,see eseb,redirect
kemaloh_lundayeh_dictionary,"Sabai, Pa'","a tributary of the Medeleng River, Sipitang District, Sabah",definition
kemaloh_lundayeh_dictionary,Saban,a female personal name,definition
kemaloh_lundayeh_dictionary,sabeng,a disturbance; a distraction; something preventing a person from doing something,definition
kemaloh_lundayeh_dictionary,Ngudeh iko naa maya' nekei? Enun sabeng muh?,Why are you not coming? What is preventing you?,sentence
kemaloh_lundayeh_dictionary,ngesabeng,"prevent, disturb, distract",word
kemaloh_lundayeh_dictionary,Naa uwi miek eme' ku awah midih. Inan luk ngesabeng negkuh.,I am unable to attend your wedding. Something has come up which prevents me from going.,sentence
kemaloh_lundayeh_dictionary,nesabeng,"prevented, disturbed, distracted",word
kemaloh_lundayeh_dictionary,"Naa ku idi uwi ine', nesabeng ku anak kidih meit uwi.",I was unable to go as my child was sick.,sentence
kemaloh_lundayeh_dictionary,nabeng,interrupt,word
kemaloh_lundayeh_dictionary,sinabeng,distracted or bothered by someone,definition
kemaloh_lundayeh_dictionary,"Sinabeng dawa' anak uwi kelem, naa ku idi nefanad ku bua' beritem dih.","The children distracted me, that is why I could not pluck the beritem fruit.",sentence
kemaloh_lundayeh_dictionary,mesabeng,"be disturbing, distracting",word
kemaloh_lundayeh_dictionary,Naa maya' negkuh mesabeng uwi ku iko neh.,"Do not come along with me, you will be disturbing or distracting.",sentence
kemaloh_lundayeh_dictionary,Sabeng,a female personal name,definition
kemaloh_lundayeh_dictionary,sabet,a distracting movement by someone while others have a meeting or talk,definition
kemaloh_lundayeh_dictionary,sabet-sabet,very distracting and disturbing,word
kemaloh_lundayeh_dictionary,nabet,cause a disturbance or confusion by walking about in a crowd,definition
kemaloh_lundayeh_dictionary,mesabet,move around and distract the attention of others,definition
kemaloh_lundayeh_dictionary,sabilad,see sebilad,redirect
kemaloh_lundayeh_dictionary,sabit,"connected, close together",word
kemaloh_lundayeh_dictionary,gematan sabit,magical bridge in Laba' or Ada' Belein,definition
kemaloh_lundayeh_dictionary,Sabit,a female personal name,definition
kemaloh_lundayeh_dictionary,sabui,see sibui,redirect
kemaloh_lundayeh_dictionary,sabun,soap,word
kemaloh_lundayeh_dictionary,nabun,apply soap,word
kemaloh_lundayeh_dictionary,nabun,clean with soap,word
kemaloh_lundayeh_dictionary,sinabun,soap has been applied,word
kemaloh_lundayeh_dictionary,sad,see saad,redirect
kemaloh_lundayeh_dictionary,sadai,mustard green,word
kemaloh_lundayeh_dictionary,sadak,gliding of something on the surface of water,definition
kemaloh_lundayeh_dictionary,ngesadak,glide by throwing something on the surface of water,definition
kemaloh_lundayeh_dictionary,sudak,glide on the surface of water,word
kemaloh_lundayeh_dictionary,fesadak,skips on the surface of the water when thrown (like a flat stone),definition
kemaloh_lundayeh_dictionary,sadal,a struggle,word
kemaloh_lundayeh_dictionary,sudal,"struggle, writhe",word
kemaloh_lundayeh_dictionary,Naa sudal mebpeh iko nafeh.,Do not struggle or you will fall off.,sentence
kemaloh_lundayeh_dictionary,"Nesudal feh anak dim, ebpeh mo' iyeh ret bang tebin dih.",The infant fell off from its carrier when it struggled.,sentence
kemaloh_lundayeh_dictionary,"Nefesudal kerubau dih ret bang ebpung, nefuiit ku idi yeh.",The buffalo escaped after it struggled from the lariat.,sentence
kemaloh_lundayeh_dictionary,sadan,see sidan,redirect
kemaloh_lundayeh_dictionary,sadat,see sidaat,redirect
kemaloh_lundayeh_dictionary,sadik,a sprung-noose squirrel trap,word
kemaloh_lundayeh_dictionary,nadik,make or set a squirrel trap,word
kemaloh_lundayeh_dictionary,madik,make or set a squirrel trap,word
kemaloh_lundayeh_dictionary,sadin,"a sardine, tinned fish",word
kemaloh_lundayeh_dictionary,Sading,a male personal name,definition
kemaloh_lundayeh_dictionary,sadu',kicking with the toes,word
kemaloh_lundayeh_dictionary,nadu',kick something with the toes,word
kemaloh_lundayeh_dictionary,sinadu',kicked with toes by someone,word
kemaloh_lundayeh_dictionary,mesadu',able to kick with the toes,definition
kemaloh_lundayeh_dictionary,"Naa ngerereng yuu neh nan bangar, mesadu' ineh nafeh. Don't leave the knife on the floor or someone will kick it.",Don't leave the knife on the floor or someone will kick it.,sentence
kemaloh_lundayeh_dictionary,Sadum,a male personal name,definition
kemaloh_lundayeh_dictionary,safa',the sound of the mouth when munching food,definition
kemaloh_lundayeh_dictionary,safa'-safa',a loud sound when munching food,definition
kemaloh_lundayeh_dictionary,mesafa',making munching sound when eating,definition
kemaloh_lundayeh_dictionary,safal,curse which harms growing padi,definition
kemaloh_lundayeh_dictionary,Daat ku idi fadey nan lati' kineh nesafal ineh.,The padi does not grow well because it was hit by a curse.,sentence
kemaloh_lundayeh_dictionary,safeh,which one,word
kemaloh_lundayeh_dictionary,afeh,which one,word
kemaloh_lundayeh_dictionary,safey,a tableland or a small area of flat land in the mountain,definition
kemaloh_lundayeh_dictionary,Nengelefo nan safey luk luun fegkung dih kei inalem.,We built a hut on the flat land on the mountain yesterday.,sentence
kemaloh_lundayeh_dictionary,safi',a cow,word
kemaloh_lundayeh_dictionary,safi' delei,a bullock,word
kemaloh_lundayeh_dictionary,safoi,waving or flapping like cloth blown by wind,definition
kemaloh_lundayeh_dictionary,safoi-safoi,waves or flaps continuously,definition
kemaloh_lundayeh_dictionary,saga',"a variety of flowering plant. The leaves are crushed and used to cure skin disease, especially ringworm",definition
kemaloh_lundayeh_dictionary,saga' neh,"never mind, let it be",word
kemaloh_lundayeh_dictionary,aga' neh,"never mind, let it be",word
kemaloh_lundayeh_dictionary,sagan [B.K.],a wash basin,word
kemaloh_lundayeh_dictionary,"Sagan, Tuk",a story of two brothers who went to save a princess in Bang Pedian,definition
kemaloh_lundayeh_dictionary,lulut,processing poison farir for blowpipe darts,definition
kemaloh_lundayeh_dictionary,ngelulut,heat the farir sap into a sticky substance to be smeared at the tip of darts,definition
kemaloh_lundayeh_dictionary,luluten,farir will be processed,definition
kemaloh_lundayeh_dictionary,lulut,"beating rapidly, like beat the gong when there is trouble in the village",definition
kemaloh_lundayeh_dictionary,ngelulut,beat the gong rapidly,word
kemaloh_lundayeh_dictionary,linulut,beaten rapidly,word
kemaloh_lundayeh_dictionary,Yo-yo belulut muh tawak dih. Bura' feh belulut teteg iAgung tawak neh leh?,Beat the gong for some time. Why is Agung beating the gong so rapidly?,sentence
kemaloh_lundayeh_dictionary,luluu,spare something from being utilized,word
kemaloh_lundayeh_dictionary,luluu,spare an animal (a dog from being beaten after stealing food or biting people),definition
kemaloh_lundayeh_dictionary,ngeluluu,spare something from being utilized,word
kemaloh_lundayeh_dictionary,leluen,will be spared from being punished,definition
kemaloh_lundayeh_dictionary,Leluen muh kuen uko' luk nekuman laal neh?,Why will the dog which killed my chicken be spared by you?,sentence
kemaloh_lundayeh_dictionary,lelua',ask someone to spare a person or dog from punishment,definition
kemaloh_lundayeh_dictionary,lumaab,overflowing,word
kemaloh_lundayeh_dictionary,lumaab,spread all over an area,word
kemaloh_lundayeh_dictionary,lumii,looking back over the shoulder,word
kemaloh_lundayeh_dictionary,"Nayung, lumii iko tunge' teh.",Nayung please look here. (Nayung is in the front line.),sentence
kemaloh_lundayeh_dictionary,lii,see or look back,redirect
kemaloh_lundayeh_dictionary,Lii kegkuh faa fuet em idih uko dih ngerada' negkuh.,When I looked back I saw the dog coming after me.,sentence
kemaloh_lundayeh_dictionary,nelumiir,looked back over the shoulder,word
kemaloh_lundayeh_dictionary,lun,a person; man; mankind; human [short form of lemulun],definition
kemaloh_lundayeh_dictionary,lun bawang,"people of the place, village or country",definition
kemaloh_lundayeh_dictionary,lun bawang iring,people from another country,word
kemaloh_lundayeh_dictionary,lun beken,others,word
kemaloh_lundayeh_dictionary,lun Belanda',Dutch,word
kemaloh_lundayeh_dictionary,lun darin,a guest; invitee,word
kemaloh_lundayeh_dictionary,lun dayeg,"spelt Lundayeh, literally means ""upriver people"", used in Kalimantan and Sabah, where it is rendered Lundayeh as a self-referent ethnic label",definition
kemaloh_lundayeh_dictionary,lun dingan,a companion; friend,word
kemaloh_lundayeh_dictionary,lun do',a wealthy person; good person,word
kemaloh_lundayeh_dictionary,lun duken,a messenger,word
kemaloh_lundayeh_dictionary,lun fufuu,relatives,word
kemaloh_lundayeh_dictionary,lun fufuu beken,a foreigner,word
kemaloh_lundayeh_dictionary,lun itin,people under one community leader,definition
kemaloh_lundayeh_dictionary,lun kaya',a rich person,word
kemaloh_lundayeh_dictionary,lun kuan,an owner,word
kemaloh_lundayeh_dictionary,lun kuan ruma',a host,word
kemaloh_lundayeh_dictionary,lun libal dei',people on the other side of the border,definition
kemaloh_lundayeh_dictionary,lun lood,people down river,word
kemaloh_lundayeh_dictionary,lun mabuk,"an intoxicated person, a drunkard",word
kemaloh_lundayeh_dictionary,lun mangun,"a sentry, watchman, guard",word
kemaloh_lundayeh_dictionary,lun matar,a renowned person,word
kemaloh_lundayeh_dictionary,lun mebalaa kebalaa,a famous person,word
kemaloh_lundayeh_dictionary,lun mebalih,a liar,word
kemaloh_lundayeh_dictionary,lun mebuda',a white person; European,word
kemaloh_lundayeh_dictionary,lun meit,an ill person; patient,word
kemaloh_lundayeh_dictionary,lun mekuel,a disgusting person; one who likes to disturb others,definition
kemaloh_lundayeh_dictionary,lun melalid,a rascal,word
kemaloh_lundayeh_dictionary,lun melalid,a naughty person,word
kemaloh_lundayeh_dictionary,lun melalid,a playful person,word
kemaloh_lundayeh_dictionary,lun melalud,a person having spiritual power,definition
kemaloh_lundayeh_dictionary,lun meno,a thief or robber,word
kemaloh_lundayeh_dictionary,lun menuu,a faithful person; a Christian,word
kemaloh_lundayeh_dictionary,lun mesangit,a warrior,word
kemaloh_lundayeh_dictionary,lun mesangit,a fierce or brave person,word
kemaloh_lundayeh_dictionary,lun mesangit,a feared person; majority; crowd; mob,definition
kemaloh_lundayeh_dictionary,lun mula' binaweh,a rich person,word
kemaloh_lundayeh_dictionary,lun muting ebpuk,a barber,word
kemaloh_lundayeh_dictionary,lun nan ba',"people from the Ba' area, such as Ba' Kelalan, Ba' Siuk, Belawit, etc",definition
kemaloh_lundayeh_dictionary,lun nan merefet,a trustworthy person,word
kemaloh_lundayeh_dictionary,lun nefura',migrants,word
kemaloh_lundayeh_dictionary,lun nengatey,a murderer,word
kemaloh_lundayeh_dictionary,lun ngadu',a plaintiff,word
kemaloh_lundayeh_dictionary,lun ngelaak,a cook,word
kemaloh_lundayeh_dictionary,lun geneu' lati',a farmer,word
kemaloh_lundayeh_dictionary,lun ngimet bawang,a ruler or community leader,word
kemaloh_lundayeh_dictionary,lun ngimet kuran,the keeper of a large basket where captured heads were kept. This person could not eat deer's meat and kuruu,definition
kemaloh_lundayeh_dictionary,lun ngimet usin,a cashier or treasurer,word
kemaloh_lundayeh_dictionary,lunnguyut,a guide,word
kemaloh_lundayeh_dictionary,lun nguyut nani,a song leader,word
kemaloh_lundayeh_dictionary,lun nguyut tebubpun,a person who leads in church service,definition
kemaloh_lundayeh_dictionary,lun rayeh,a people's leader; state minister,definition
kemaloh_lundayeh_dictionary,lun tana' luun,people of the hills who cultivate dry padi,definition
kemaloh_lundayeh_dictionary,lun tekafit,sojourners or new migrants who may stay temporarily or permanently in a village of their adoption,definition
kemaloh_lundayeh_dictionary,lun tinutup,a prisoner,word
kemaloh_lundayeh_dictionary,lun Yahudi,a Jew,word
kemaloh_lundayeh_dictionary,Nelun kerita' kidih.,My vehicle is with someone else.,sentence
kemaloh_lundayeh_dictionary,nelun beken,with other people,definition
kemaloh_lundayeh_dictionary,luna',will subside (water),word
kemaloh_lundayeh_dictionary,luned,submerged a body or something under water,definition
kemaloh_lundayeh_dictionary,lunek,flesh of any fruit,definition
kemaloh_lundayeh_dictionary,lung,the mouth of a river,word
kemaloh_lundayeh_dictionary,lung,the confluence of two rivers,definition
kemaloh_lundayeh_dictionary,lung,"term used before the name of a village. [Short form of elung]. For example, Lung Pa' Sia', Lung Semaduh, Lung Lelang, Lung Bawan",definition
kemaloh_lundayeh_dictionary,lunga',ask someone to bend the head backwards,definition
kemaloh_lundayeh_dictionary,lunga',ask someone to let something stand alone,definition
kemaloh_lundayeh_dictionary,lungan,see telungan,redirect
kemaloh_lundayeh_dictionary,Lungilu',see Lengilu',redirect
kemaloh_lundayeh_dictionary,lungin,let it be; not to be touched,definition
kemaloh_lundayeh_dictionary,lungod,mosquito larvae,word
kemaloh_lundayeh_dictionary,lungun,a coffin,word
kemaloh_lundayeh_dictionary,lungung,"a shadow, shade",word
kemaloh_lundayeh_dictionary,ngelungung,provide shade,word
kemaloh_lundayeh_dictionary,lelunga,ask someone to provide shade,definition
kemaloh_lundayeh_dictionary,melungung,shady; overcast,word
kemaloh_lundayeh_dictionary,lunguu,take off a shirt,word
kemaloh_lundayeh_dictionary,lunguu,without shirt,word
kemaloh_lundayeh_dictionary,lunu',the gums of the mouth,word
kemaloh_lundayeh_dictionary,lunuk,a fig tree with fruits eaten by birds and boar,definition
kemaloh_lundayeh_dictionary,"Luping, Lung","village in Ulu Trusan, Lawas District, Sarawak",definition
